PWSID,SAMP_DATE,SAMP_TIME,LAB_NUM,ANADATE,INDATE,METHOD,INBY,SPECIAL,STORE_NUM,XMOD,FINDING,CHEMICAL,AKA1,AKA2,CLS,RPT_CDE,RPT_UNIT,MCL,NL,TRIGGER_AM,DLR,PHG,RPHL,CHEM_SORT,Water System Name,Principal County Served,Federal Water System Type -CODE,Federal Water System Type,State Water System Type -CODE,State Water System Type,Water System Status -CODE,Water System Status,Owner Type -CODE,Owner Type,Primary Water Source Type -CODE,Primary Water Source Type,Residential Population,Non Transient Population,Transient Population,Total Population,Number of Service Connections Agricultural,Number of COMBINED Service Connections (CB),Number of Commercial (CM) Service Connections,Numer of Institutional Service Conections,Number of Residential Service Connections,Total Number of Service Connections,Fee Code,Fee Code Description,Date of Sanitary Survey visit (SNSV Visit Date),CITY,Treatment Plant Class-CODE,Treatment Plant Class,Distribution System Class-CODE,Distribution System Class
103041,2015-07-14,1240,5810,2015-07-15,2015-08-18,NA,#,S,71830,<,0,HYDROXIDE ALKALINITY,OH,HYDROXIDE,T,GP,MG/L,0,0,0,0,0,0,HYDROXIDE ALKALINITY,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-20,2015-08-18,NA,#,S,71850,NA,8.5,NITRATE (AS NO3),NA,NA,T,NI,MG/L,45,0,23,2,45,45,NITRATE (AS NO3),TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-16,2015-08-18,NA,#,S,71900,<,0,MERCURY,HG,NA,T,IO,UG/L,2,0,2,1,1,2,MERCURY,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77035,NA,2.2,TERT-BUTYL ALCOHOL (TBA),2-METHYL-2-PROPANOL,NA,NL,XX,UG/L,0,12,12,2,0,0,TERT-BUTYL ALCOHOL,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77093,<,0,"CIS-1,2-DICHLOROETHYLENE","C-1,2-DCE",NA,P,S1,UG/L,6,0,0.5,0.5,100,6,"CIS-1,2-DICHLOROETHYLENE",TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77128,<,0,STYRENE,NA,NA,P,S1,UG/L,100,0,0.5,0.5,0,0,STYRENE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77135,<,0,O-XYLENE,NA,NA,P,XX,UG/L,0,0,0,0.5,0,1750,O-XYLENE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77168,<,0,"1,1-DICHLOROPROPENE",NA,NA,P,UA,UG/L,0,0,0.5,0.5,0,0,"DICHLOROPROPENE-1,1",TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77170,<,0,"2,2-DICHLOROPROPANE",NA,NA,P,UA,UG/L,0,0,0.5,0.5,0,0,"DICHLOROPROPANE-2,2",TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77173,<,0,"1,3-DICHLOROPROPANE",NA,NA,P,UA,UG/L,0,0,0.5,0.5,0,0,"DICHLOROPROPANE-1,3",TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77222,<,0,"1,2,4-TRIMETHYLBENZENE",NA,NA,NL,UB,UG/L,0,330,330,0.5,0,0,"TRIMETHYLBENZENE-1,2,4",TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77223,<,0,ISOPROPYLBENZENE,NA,NA,NL,UB,UG/L,0,770,770,0.5,0,0,ISOPROPYLBENZENE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77224,<,0,N-PROPYLBENZENE (1-PHENYLPROPANE),1-PHENYLPROPANE,NA,NL,UB,UG/L,0,260,260,0.5,0,0,PHENYLPROPANE-1 (N-PROPYLBENZE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77226,<,0,"1,3,5-TRIMETHYLBENZENE",MESITYLENE,NA,NL,UB,UG/L,0,330,330,0.5,0,0,"TRIMETHYLBENZENE-1,3,5",TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77350,<,0,SEC-BUTYLBENZENE,NA,NA,NL,UB,UG/L,0,260,0.5,0.5,0,0,SEC-BUTYLBENZENE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77353,<,0,TERT-BUTYLBENZENE,NA,NA,NL,UB,UG/L,0,260,0.5,0.5,0,0,TERT-BUTYLBENZENE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77562,<,0,"1,1,1,2-TETRACHLOROETHANE",NA,NA,P,UA,UG/L,0,0,0.5,0.5,0,0,"TETRACHLOROETHANE-1,1,1,2",TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77596,<,0,DIBROMOMETHANE,NA,NA,P,UA,UG/L,0,0,0.5,0.5,0,0,DIBROMOMETHANE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,77613,<,0,"1,2,3-TRICHLOROBENZENE",NA,NA,P,UB,UG/L,0,0,0.5,0.5,0,0,"TRICHLOROBENZENE-1,2,3",TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-16,2015-08-18,NA,#,S,77651,<,0,ETHYLENE DIBROMIDE (EDB),EDB,"1,2-DIBROMOETHANE",A,S2,UG/L,0.05,0,0.02,0.02,0,0,ETHYLENE DIBROMIDE (EDB),TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-24,2015-08-18,NA,#,S,77700,<,0,CARBARYL,SEVIN,NA,A,UC,UG/L,0,0,700,5,0,0,CARBARYL,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-17,2015-08-18,NA,#,S,77825,<,0,ALACHLOR,ALANEX,NA,A,S2,UG/L,2,0,1,1,4,0,ALACHLOR,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-17,2015-08-18,NA,#,S,77860,<,0,BUTACHLOR,NA,NA,A,UC,UG/L,0,0,0.38,0.38,0,0,BUTACHLOR,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,78885,<,0,DIQUAT,REGLONE,NA,A,S2,UG/L,20,0,4,4,6,15,DIQUAT,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-16,2015-08-18,NA,#,S,79743,<,0,GLYPHOSATE,NA,NA,A,S2,UG/L,700,0,25,25,900,700,GLYPHOSATE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-18,2015-08-18,NA,#,S,81287,<,0,DINOSEB,DNBP,BASANITE,A,S2,UG/L,7,0,2,2,14,0,DINOSEB,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-24,2015-08-18,NA,#,S,81405,<,0,CARBOFURAN,FURADAN,NA,A,S2,UG/L,18,0,5,5,0,18,CARBOFURAN,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-17,2015-08-18,NA,#,S,81408,<,0,METRIBUZIN,SENCORE,NA,A,UC,UG/L,0,0,0,0,0,0,METRIBUZIN,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-22,2015-08-18,NA,#,S,81551,<,0,XYLENES (TOTAL),TOTAL XYLENES,NA,P,S1,UG/L,1750,0,1750,0.5,1800,0,XYLENES (TOTAL),TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,81552,<,0,ACETONE,NA,NA,B,XX,UG/L,0,0,0,0,0,0,ACETONE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,81555,<,0,BROMOBENZENE,NA,NA,P,UA,UG/L,0,0,0.5,0.5,0,0,BROMOBENZENE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,81595,<,0,METHYL ETHYL KETONE,MEK,BUTANONE,P,XX,UG/L,0,0,0,5,0,0,METHYL ETHYL KETONE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,81596,<,0,METHYL ISOBUTYL KETONE,MIBK,NA,NL,XX,UG/L,0,120,120,5,0,0,METHYL ISOBUTYL KETONE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,81611,<,0,"1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE",FREON 113,TRICHLOROTRIFLUOROETHANE,P,S1,UG/L,1200,0,10,10,4000,1200,"TRICHLOROTRIFLUOROETHANE-1,1,2",TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-18,2015-08-18,NA,#,S,82052,<,0,DICAMBA,BANVEL,NA,A,UC,UG/L,0,0,0,1.5,0,0,DICAMBA,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-15,2015-08-18,NA,#,S,82079,NA,0.1,"TURBIDITY, LABORATORY",LAB TURBIDITY,NA,T,GP,NTU,5,0,5,0.1,0,0,"TURBIDITY, LABORATORY",TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-22,2015-08-18,NA,#,S,82080,<,0,TOTAL TRIHALOMETHANES,TTHM,THMS,DB,DBP,UG/L,80,0,80,0,0,0,TOTAL TRIHALOMETHANES,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-17,2015-08-18,NA,#,S,82198,<,0,BROMACIL,HYVAR,NA,A,UB,UG/L,0,0,10,10,0,0,BROMACIL,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-17,2015-08-18,NA,#,S,82199,<,0,MOLINATE,ORDRAM,HYDRAM,A,S2,UG/L,20,0,2,2,1,20,MOLINATE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-22,2015-08-18,NA,#,S,82383,NA,12,AGGRSSIVE INDEX (CORROSIVITY),NA,NA,T,GP,NA,0,0,0,0,0,0,AGGRSSIVE INDEX (CORROSIVITY),TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-17,2015-08-18,NA,#,S,A-001,<,0,THIOBENCARB,BOLERO,BENTHIOCARB,A,S2,UG/L,70,0,1,1,4,70,THIOBENCARB,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,A-008,<,0,2-CHLOROTOLUENE,NA,NA,NL,UA,UG/L,0,0.5,140,0.5,0,0,CHLOROTOLUENE-2,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,A-009,<,0,4-CHLOROTOLUENE,NA,NA,NL,UA,UG/L,0,0.5,140,0,0,0,CHLOROTOLUENE-4,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,A-010,<,0,N-BUTYLBENZENE,NA,NA,NL,UB,UG/L,0,0.5,260,0.5,0,0,N-BUTYLBENZENE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,A-011,<,0,P-ISOPROPYLTOLUENE,NA,NA,P,UB,UG/L,0,0,0,0,0,0,P-ISOPROPYLTOLUENE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,A-012,<,0,BROMOCHLOROMETHANE,NA,NA,P,UB,UG/L,0,0,0.5,0.5,0,0,BROMOCHLOROMETHANE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,A-014,<,0,"M,P-XYLENE",NA,NA,P,XX,UG/L,0,0,0,0.5,0,1750,"M,P-XYLENE",TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-24,2015-08-18,NA,#,S,A-019,<,0,ALDICARB SULFOXIDE,NA,NA,A,UC,UG/L,0,0,3,3,0,0,ALDICARB SULFOXIDE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-24,2015-08-18,NA,#,S,A-020,<,0,ALDICARB SULFONE,STANDAK,ALDOXYCARB,A,UC,UG/L,0,0,4,4,0,0,ALDICARB SULFONE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-24,2015-08-18,NA,#,S,A-021,<,0,3-HYDROXYCARBOFURAN,3-HYDROXY CARBOFURAN,NA,A,UC,UG/L,0,0,3,3,0,0,HYDROXYCARBOFURAN-3,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-17,2015-08-18,NA,#,S,A-026,<,0,DI(2-ETHYLHEXYL)ADIPATE,DI(ETHYLHEXYL)ADIPATE,NA,B,S2,UG/L,400,0,5,5,200,0,DI(2-ETHYLHEXYL)ADIPATE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-28,2015-08-18,NA,#,S,A-031,<,0,PERCHLORATE,NA,NA,T,IO,UG/L,6,0,4,4,1,0,PERCHLORATE,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,A-033,<,0,ETHYL-TERT-BUTYL ETHER,ETBE,NA,P,XX,UG/L,0,0,0,3,0,0,ETHYL-TERT-BUTYL ETHER,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,A-034,<,0,TERT-AMYL-METHYL ETHER,TAME,NA,P,XX,UG/L,0,0,0,3,0,0,TERT-AMYL-METHYL ETHER,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
103041,2015-07-14,1240,5810,2015-07-21,2015-08-18,NA,#,S,A-036,<,0,DIISOPROPYL ETHER,DIPE,NA,P,XX,UG/L,0,0,0,3,0,0,DIISOPROPYL ETHER,TRAILER HAVEN MOBILE HOME PARK,ALAMEDA,C,Community,C,Community,A,ACTIVE,P,Private,GW,Groundwater,543,NA,NA,543,NA,194,NA,NA,NA,194,SC,Small Community,1/27/2015,SAN LEANDRO,NA,#N/A,D1,Distribution Operator Level 1
